Link,Title,Authors,Publication Date,Journal Title,Abstract
https://www.nature.com/articles/s41598-024-72619-1,Qualitative evaluation of trace elements in commercially packaged forms of tobacco using laser-induced breakdown spectroscopy,"['A. Kripa Adlene Edith', 'Ravikiran Ongole', 'V. K. Unnikrishnan', 'U. K. Adarsh']",2024-09-14,Scientific Reports,"Oral cancer is the most common malignancy in many developing countries, such as India, due to increased consumption of smokeless tobacco. The trace elemental components in commercially packaged forms of tobacco can play a significant role in the pathogenesis of oral cancer. To qualitatively assess the trace elements in various types of commercially packaged forms of tobacco using laser-induced breakdown spectroscopy (LIBS). Two popular varieties of ‘Paan masala’ that contained a mixture of slaked lime with areca nut, catechu, and other flavouring agents (tobacco was absent) and four types of packaged tobacco were obtained from ‘Paan’ shops. The contents in the packets were made into pellets using a hydraulic press and subjected to elemental analysis using LIBS. A ten-trial experiment was carried out on all six pellets. The National Institute of Standards and Technology (NIST) database was used to assess the emission lines. The elements obtained from commercially packaged tobacco and Paan masala were similar: calcium (Ca), iron (Fe), aluminium (Al), nickel (Ni), and chromium (Cr). Substances that cause DNA damage and carcinogenesis are inorganic elements such as nickel. Our study revealed that carcinogens such as nickel are present in the commercially packaged forms of tobacco and ‘Paan masala’ samples."
https://www.nature.com/articles/s41598-024-72646-y,Consistent FFP2-masking as part of reducing viral respiratory infections on medical wards for allogeneic hematopoietic stem cell transplantation,"['T. Richardson', 'D. Schütte', 'K. Feyer', 'L. Grass', 'M. Hallek', 'C. Scheid', 'F. Simon', 'T. Braun', 'M. Fürstenau', 'P. Gödel', 'U. Holtick']",2024-09-14,Scientific Reports,"Patients undergoing allogenic hematopoietic stem cell transplantation (allo-HSCT) are highly susceptible to infections. The consequent use of masks on wards for allo-HSCT has been controversial in the past decades and was not common before the COVID-19 pandemic. We retrospectively compared incidence and outcomes of viral respiratory infections during allo-HSCT on our specialized ward between 01/2018 and 09/2020 to the era of FFP2 masking between 10/2020 and 10/2022 covering similar seasons of the year. Each group consisted of 150 matched patients. The usage of FFP2 masks reduced the incidence of viral respiratory infections from 22.1 to 2.1% (p < 0.005). This reduced the time on ward from a median of 26 days to 23.5 days (p = 0.002). It also resulted in less use of CT-scans (p = 0.003) and bronchoalveolar lavage procedures (p = 0.057). Median time to proof of infection was 21 days after admission in both groups. No difference was detected in progression free survival, hospital survival or non-relapse mortality (p = 0.78). Our retrospective results indicate that FFP2 masks worn by patients and hospital staff may help to significantly reduce the incidence of viral respiratory infections, including COVID-19, shorten the in-hospital time, and reduce costs without affecting survival."
https://www.nature.com/articles/s41598-024-72625-3,Prognostic analysis of appendectomy versus right hemicolectomy for T1 appendiceal adenocarcinoma: a multicenter retrospective analysis,"['Qiao Zhang', 'Guobing Xia', 'Ali Mo', 'Zhifen Guan', 'Yang Su', 'Feng Xia', 'Fei Pei']",2024-09-14,Scientific Reports,"Appendiceal adenocarcinoma, an exceedingly rare malignancy, sparks debate on the optimal surgical approach—appendectomy or right hemicolectomy—for early-stage cases. This study aims to investigate the impact of these two surgical methods on the survival prognosis of patients with early appendiceal adenocarcinoma."
https://www.nature.com/articles/s41598-024-72730-3,Development and validation of a prognostic nomogram for esophageal cancer patients based on SEER Asian population,"['Xinwei Guo', 'Lang Qin', 'Jie Tian', 'Pengcheng Li', 'Zhenling Dou', 'Yu Gong', 'Haobiao Wang']",2024-09-14,Scientific Reports,"This study aims to develop and validate a nomogram for predicting overall survival (OS) in Asian patients with Esophageal Cancer (EC). Data from Asian EC patients were collected from the Surveillance, Epidemiology, and End Results (SEER) database. The patients were randomly divided into training and validation cohorts in a 7:3 ratio. The Least Absolute Shrinkage and Selection Operator (LASSO) regression was used for initial variable selection, followed by multivariate Cox regression analysis to identify independent prognostic factors. A nomogram was subsequently constructed based on these factors. The predictive performance of the nomogram was evaluated using receiver operating characteristic (ROC) curves and calibration curves, while the clinical utility of the nomogram was assessed through decision curve analysis (DCA). The LASSO regression and multivariate Cox regression analysis identified age, sex, marital status, tumor size, M stage, surgery, and chemotherapy as independent prognostic factors. The ROC curve results demonstrated that the area under the curve (AUC) values for predicting 1-year, 3-year, and 5-year OS in the training cohort were 0.770, 0.756, and 0.783, respectively. In the validation cohort, the AUC values were 0.814, 0.763, and 0.771, respectively. Calibration curves indicated a high concordance between predicted and actual OS. The DCA demonstrated that the nomogram has significant clinical applicability. This nomogram provides reliable predictions and valuable guidance for personalized survival estimates and high-risk patient identification."
https://www.nature.com/articles/s41598-024-72326-x,Development of microsurgical forceps equipped with haptic technology for in situ differentiation of brain tumors during microsurgery,"['Taketo Ezaki', 'Kouki Kishima', 'Shunsuke Shibao', 'Takuya Matsunaga', 'Eriel Sandika Pareira', 'Yohei Kitamura', 'Yuji Nakayama', 'Noboru Tsuda', 'Kento Takahara', 'Takashi Iwama', 'Oltea Sampetrean', 'Masahiro Toda', 'Kouhei Ohnishi', 'Tomoyuki Shimono', 'Hikaru Sasaki']",2024-09-13,Scientific Reports,"The stiffness of human cancers may be correlated with their pathology, and can be used as a biomarker for diagnosis, malignancy prediction, molecular expression, and postoperative complications. Neurosurgeons perform tumor resection based on tactile sensations. However, it takes years of surgical experience to appropriately distinguish brain tumors from surrounding parenchymal tissue. Haptics is a technology related to the touch sensation. Haptic technology can amplify, transmit, record, and reproduce real sensations, and the physical properties (e.g., stiffness) of an object can be quantified. In the present study, glioblastoma (SF126-firefly luciferase-mCherry [FmC], U87-FmC, U251-FmC) and malignant meningioma (IOMM-Lee-FmC, HKBMM-FmC) cell lines were transplanted into nude mice, and the stiffness of tumors and normal brain tissues were measured using our newly developed surgical forceps equipped with haptic technology. We found that all five brain tumor tissues were stiffer than normal brain tissue (p < 0.001), and that brain tumor pathology (three types of glioblastomas, two types of malignant meningioma) was significantly stiffer than normal brain tissue (p < 0.001 for all). Our findings suggest that tissue stiffness may be a useful marker to distinguish brain tumors from surrounding parenchymal tissue during microsurgery, and that haptic forceps may help neurosurgeons to sense minute changes in tissue stiffness."
https://www.nature.com/articles/s41598-024-72830-0,"Establishment and characterization of a novel human gallbladder cancer cell line, GBC-X1","['Changpeng Chai', 'Huan Tang', 'Xin Miao', 'Tingting Chen', 'Yuanhui Su', 'Lu Li', 'Long Miao', 'Bo Zhang', 'Zhengfeng Wang', 'Wei Luo', 'Hui Zhang', 'Hao Xu', 'Wence Zhou']",2024-09-13,Scientific Reports,"In this study, we successfully established a novel gallbladder cancer cell line, designated as GBC-X1, derived from a primary tumor of a gallbladder cancer patient. By comprehensively analyzing the cell line’s phenotype, molecular characteristics, biomarkers, and histological characteristics, we confirmed that GBC-X1 serves as a valuable model for investigating the pathogenesis of gallbladder cancer and developing therapeutic agents. GBC-X1 has been continuously cultured for one year, with over 60 stable passages. Morphologically, GBC-X1 exhibits typical features of epithelial tumors. The population doubling time of GBC-X1 is 32 h. STR analysis validated a high consistency between GBC-X1 and the patient’s primary tumor. Karyotype analysis revealed an abnormal hypertetraploid karyotype for GBC-X1, characterized by representative karyotypes of 98, XXXX del (4) p (12) del (5) p (21) der (10). Under suspension culture conditions, GBC-X1 efficiently forms tumor balls, while subcutaneous inoculation of GBC-X1 cells into NXG mice leads to xenograft formation with a rate of 80%. Drug sensitivity testing demonstrated that GBC-X1 is resistant to oxaliplatin and sensitive to 5-FU, gemcitabine, and paclitaxel. Immunohistochemistry revealed positive expression of CK7, CK19, E-cadherin, MMP-2, CD44, SOX2, and TP53 in GBC-X1 cells, weak positive expression of Vimentin, and a Ki67 positive rate of 35%. Our research highlights GBC-X1 as a novel gallbladder cancer cell line and emphasizes its potential as an effective experimental model for investigating the pathogenesis of gallbladder cancer and drug development."
https://www.nature.com/articles/s41598-024-71977-0,Pharmacovigilance study of the association between peripheral neuropathy and antibody–drug conjugates using the FDA adverse event reporting system,"['Yuheng Chen', 'Xiayang Ren', 'Yuanyuan Dai', 'Yanfeng Wang']",2024-09-13,Scientific Reports,"Antibody–drug conjugates (ADCs) are among the fastest-growing classes of anticancer drugs, making it crucial to evaluate their potential for causing peripheral neuropathy. We analyzed data from the FAERS database (January 1, 2014, to June 30, 2023) using disproportionality and Bayesian methods. We identified 3076 cases of ADC-associated peripheral neuropathy. Our study revealed significant signals for all ADCs (ROR 1.82, 95% CI 1.76–1.89). ADCs with tubulin-binding payloads showed significant peripheral neuropathy signals (ROR 2.31, 95% CI 2.23–2.40), whereas those with DNA-targeting (ROR 0.48, 95% CI 0.39–0.59) and topoisomerase 1 inhibitor (ROR 0.56, 95% CI 0.48–0.66) payloads exhibited non-significant signals. Signals for peripheral sensory neuropathy were 4.83, 2.44, 2.74, and 2.21 (calculated based on IC025) for brentuximab vedotin, trastuzumab emtansine, enfortumab vedotin, and polatuzumab vedotin, while signals for peripheral motor neuropathy were 5.31, 0.34, 2.27, and 0.03, respectively. The median time to onset for all ADCs was 127 days (interquartile range 40–457). Tisotumab vedotin had the highest hospitalization rate at 26.67%, followed by brentuximab vedotin at 25.5%. Trastuzumab emtansine had the highest mortality rate ,with 80 deaths (11.96%) among 669 cases. Based on FAERS database, only ADCs with tubulin-binding payloads exhibited significant peripheral neuropathy signals. Brentuximab vedotin and enfortumab vedotin showed similar profiles for peripheral sensory neuropathy and motor neuropathy. Given the delayed time to onset and potentially poor outcomes, ADC-related peripheral neuropathy warrants significant attention."
https://www.nature.com/articles/s41698-024-00692-w,Machine learning algorithms for predicting glioma patient prognosis based on CD163+FPR3+ macrophage signature,"['Quanwei Zhou', 'Xuejun Yan', 'Youwei Guo', 'Xingjun Jiang', 'Tuo Cao', 'Yiquan Ke']",2024-09-13,npj Precision Oncology,"Tumor-associated macrophages (TAMs) play a vital role in glioma progression and are associated with poor outcomes in glioma patients. However, the specific roles of different subpopulations of TAMs remain poorly understood. Two distinct cell types, glioma and myeloid cells, were identified through single-cell sequencing analysis in gliomas. Within the TAMs-associated weighted gene co-expression network analysis (WGCNA) module, FPR3 emerged as a hub gene and was found to be expressed on CD163+ macrophages, while also being associated with clinical outcomes. Subsequently, a comprehensive assessment was undertaken to investigate the correlation between FPR3 expression and immune characteristics, revealing that FPR3 potentially plays a role in reshaping the glioma microenvironment. We identified a macrophage subset with the nonzero expression of CD163 and FPR3 (CD163+FPR3+). Using the expression profiles of CD163+FPR3+ macrophage-related signature, we employed ten machine learning algorithms to construct a prognostic model across six glioma cohorts. Subsequently, we employed an optimal algorithm to generate an artificial intelligence-driven prognostic signature specifically for CD163+FPR3+ macrophages. The development of this model was based on the average C-index observed in the aforementioned six cohorts. The risk score of this model consistently and effectively predicted overall survival, surpassing the accuracy of conventional clinical factors and 100 previously published signatures. Consequently, the CD163+FPR3+ macrophage-related score shows potential as a prognostic biomarker for glioma patients."
https://www.nature.com/articles/s41598-024-72306-1,Tumour immune characterisation of primary triple-negative breast cancer using automated image quantification of immunohistochemistry-stained immune cells,"['Suze Roostee', 'Daniel Ehinger', 'Mats Jönsson', 'Bengt Phung', 'Göran Jönsson', 'Gottfrid Sjödahl', 'Johan Staaf', 'Mattias Aine']",2024-09-13,Scientific Reports,"The tumour immune microenvironment (TIME) in breast cancer is acknowledged with an increasing role in treatment response and prognosis. With a growing number of immune markers analysed, digital image analysis may facilitate broader TIME understanding, even in single-plex IHC data. To facilitate analyses of the latter an open-source image analysis pipeline, Tissue microarray MArker Quantification (TMArQ), was developed and applied to single-plex stainings for p53, CD3, CD4, CD8, CD20, CD68, FOXP3, and PD-L1 (SP142 antibody) in a 218-patient triple negative breast cancer (TNBC) cohort with complementary pathology scorings, clinicopathological, whole genome sequencing, and RNA-sequencing data. TMArQ’s cell counts for analysed immune markers were on par with results from alternative methods and consistent with both estimates from human pathology review, different quantifications and classifications derived from RNA-sequencing as well as known prognostic patterns of immune response in TNBC. The digital cell counts demonstrated how immune markers are coexpressed in the TIME when considering TNBC molecular subtypes and DNA repair deficiency, and how combination of immune status with DNA repair deficiency status can improve the prognostic stratification in chemotherapy treated patients. These results underscore the value and potential of integrating TIME and specific tumour intrinsic alterations/phenotypes for the molecular understanding of TNBC."
https://www.nature.com/articles/s41698-024-00688-6,Predicting prognosis for epithelial ovarian cancer patients receiving bevacizumab treatment with CT-based deep learning,"['Xiaoyu Huang', 'Yong Huang', 'Kexin Liu', 'Fenglin Zhang', 'Zhou Zhu', 'Kai Xu', 'Ping Li']",2024-09-13,npj Precision Oncology,"Epithelial ovarian cancer (EOC) presents considerable difficulties in prognostication and treatment strategy development. Bevacizumab, an anti-angiogenic medication, has demonstrated potential in enhancing progression-free survival (PFS) in EOC patients. Nevertheless, the identification of individuals at elevated risk of disease progression following treatment remains a challenging task. This study was to develop and validate a deep learning (DL) model using retrospectively collected computed tomography (CT) plain scans of inoperable and recurrent EOC patients receiving bevacizumab treatment diagnosed between January 2013 and January 2024. A total of 525 patients from three different institutions were retrospectively included in the study and divided into training set (N = 400), internal test set (N = 97) and external test set (N = 28). The model’s performance was evaluated using Harrell’s C-index. Patients were categorized into high-risk and low-risk group based on a predetermined cutoff in the training set. Additionally, a multimodal model was evaluated, incorporating the risk score generated by the DL model and the pretreatment level of carbohydrate antigen 125 as input variables. The Net Reclassification Improvement (NRI) metric quantified the reclassification performance of our optimal model in comparison to the International Federation of Gynecology and Obstetrics (FIGO) staging model. The results indicated that DL model achieved a PFS predictive C-index of 0.73 in the internal test set and a C-index of 0.61 in the external test set, along with hazard ratios of 34.24 in the training set (95% CI: 21.7, 54.1; P < 0.001) and 8.16 in the internal test set (95% CI: 2.5, 26.8; P < 0.001). The multimodal model demonstrated a C-index of 0.76 in the internal test set and a C-index of 0.64 in the external test set. Comparative analysis against FIGO staging revealed an NRI of 0.06 (P < 0.001) for the multimodal model. The model presents opportunities for prognostic assessment, treatment strategizing, and ongoing patient monitoring."
https://www.nature.com/articles/s41467-024-51713-y,Somatic mutations in 3929 HPV positive cervical cells associated with infection outcome and HPV type,"['Maisa Pinheiro', 'Nicolas Wentzensen', 'Michael Dean', 'Meredith Yeager', 'Zigui Chen', 'Amulya Shastry', 'Joseph F. Boland', 'Sara Bass', 'Laurie Burdett', 'Thomas Lorey', 'Sambit Mishra', 'Philip E. Castle', 'Mark Schiffman', 'Robert D. Burk', 'Bin Zhu', 'Lisa Mirabello']",2024-09-12,Nature Communications,"Invasive cervical cancers (ICC), caused by HPV infections, have a heterogeneous molecular landscape. We investigate the detection, timing, and HPV type specificity of somatic mutations in 3929 HPV-positive exfoliated cervical cell samples from individuals undergoing cervical screening in the U.S. using deep targeted sequencing in ICC cases, precancers, and HPV-positive controls. We discover a subset of hotspot mutations rare in controls (2.6%) but significantly more prevalent in precancers, particularly glandular precancer lesions (10.2%), and cancers (25.7%), supporting their involvement in ICC carcinogenesis. Hotspot mutations differ by HPV type, and HPV18/45-positive ICC are more likely to have multiple hotspot mutations compared to HPV16-positive ICC. The proportion of cells containing hotspot mutations is higher (i.e., higher variant allele fraction) in ICC and mutations are detectable up to 6 years prior to cancer diagnosis. Our findings demonstrate the feasibility of using exfoliated cervical cells for detection of somatic mutations as potential diagnostic biomarkers."
https://www.nature.com/articles/s41467-024-51873-x,IL36G-producing neutrophil-like monocytes promote cachexia in cancer,"['Yoshihiro Hayashi', 'Yasushige Kamimura-Aoyagi', 'Sayuri Nishikawa', 'Rena Noka', 'Rika Iwata', 'Asami Iwabuchi', 'Yushin Watanabe', 'Natsumi Matsunuma', 'Kanako Yuki', 'Hiroki Kobayashi', 'Yuka Harada', 'Hironori Harada']",2024-09-12,Nature Communications,"Most patients with advanced cancer develop cachexia, a multifactorial syndrome characterized by progressive skeletal muscle wasting. Despite its catastrophic impact on survival, the critical mediators responsible for cancer cachexia development remain poorly defined. Here, we show that a distinct subset of neutrophil-like monocytes, which we term cachexia-inducible monocytes (CiMs), emerges in the advanced cancer milieu and promotes skeletal muscle loss. Unbiased transcriptome analysis reveals that interleukin 36 gamma (IL36G)-producing CD38+ CiMs are induced in chronic monocytic blood cancer characterized by prominent cachexia. Notably, the emergence of CiMs and the activation of CiM-related gene signatures in monocytes are confirmed in various advanced solid cancers. Stimuli of toll-like receptor 4 signaling are responsible for the induction of CiMs. Genetic inhibition of IL36G-mediated signaling attenuates skeletal muscle loss and rescues cachexia phenotypes in advanced cancer models. These findings indicate that the IL36G-producing subset of neutrophil-like monocytes could be a potential therapeutic target in cancer cachexia."
https://www.nature.com/articles/s41598-024-71943-w,Lymphopenia associated with whole-brain radiotherapy and its effects on clinical outcomes of patients with brain metastases,"['Yue Wang', 'Weiwei Zeng', 'Wenyue Xie', 'Wei Zhao', 'Yonghong Chen', 'Guiping Yang']",2024-09-12,Scientific Reports,"There is increasing awareness of radiotherapy’s potential side effects, such as lymphopenia. Therefore, this study aimed to establish the association between WBRT and the development of lymphopenia in patients with brain metastases undergoing brain radiotherapy (RT), along with evaluating the corresponding clinical outcomes. Including 116 patients with brain metastases undergoing brain radiotherapy, the study collected the absolute lymphocyte counts (ALC) within 2 weeks before brain radiotherapy (pre-radiotherapy, pre-RT), as well as ones at 1 and 2 months after completing RT (post-RT). Univariate and multivariate analyses were performed to identify associations between radiation modality and post-RT ALC. The relationships between post-RT ALC and overall survival were evaluated with Kaplan–Meier analysis and a multivariate Cox regression model. The median ALC definitely decreased at 1 month post-RT, but at 2 months post-RT, gradually rose but not to the pre-RT ALC. The multivariate analysis identified WBRT and lower pre-RT ALC as independent risk factors associated with the decrease in post-RT ALC at 1 month. It also revealed more than 4 brain metastases, G3-4 lymphopenia at 1 month and lower post-RT ALC at 2 months exhibited significantly worse prognosis regardless of the radiation modality. However, there was indeed an independent correlation between radiation modality and the outcome of intracranial progression-free survival (PFS). To approach the feasibility and reasonableness of treatment, clinicians should carefully consider various factors to achieve long-term survival of patients."
https://www.nature.com/articles/s41598-024-66401-6,Radiotherapy is recommended for hormone receptor-negative older breast cancer patients after breast conserving surgery,"['Yaxiong Liu', 'Jinsong Li', 'Honghui Li', 'Gongyin Zhang', 'Changwang Li', 'Changlong Wei', 'Jinsheng Zeng']",2024-09-12,Scientific Reports,"In this study, the necessity of radiotherapy (RT) for hormone receptor-negative older breast cancer patients after breast-conserving surgery (BCS) was investigated. The data of hormone receptor-negative invasive breast cancer patients who underwent BCS were extracted from the Surveillance, Epidemiology, and End Results (SEER) database from 2010 to 2015. All patients were separated into two groups, namely, the RT group and the no radiotherapy (No RT) group. The 3- and 5-year overall survival (OS) and cancer-specific survival (CSS) rates were compared between the No RT and RT groups after propensity score matching (PSM). The nomograms for predicting the survival of patients were constructed from variables identified by univariate or multivariate Cox regression analysis. A total of 2504 patients were enrolled in the training cohort, and 630 patients were included in the validation cohort. After PSM, 738 patients were enrolled in the No RT group and RT group. We noted that RT can improve survival in hormone receptor-negative older breast cancer patients who undergo BCS. Based on the results of multivariate Cox analysis, age, race, tumour grade, receipt of RT and chemotherapy, pathological T stage, N status, M status and HER2 status were linked to OS and CSS for these patients, and nomograms for predicting OS and CSS were constructed and validated. Moreover, RT improved OS and CSS in hormone receptor-negative older breast cancer patients who underwent BCS. In addition, the proposed nomograms more accurately predicted OS and CSS for hormone receptor-negative older breast cancer patients after BCS."
https://www.nature.com/articles/s41698-024-00687-7,"First-in-human study of DP303c, a HER2-targeted antibody-drug conjugate in patients with HER2 positive solid tumors","['Jian Zhang', 'Yiqun Du', 'Yanchun Meng', 'Xiaojun Liu', 'Yuxin Mu', 'Yunpeng Liu', 'Yehui Shi', 'Jufeng Wang', 'Aimin Zang', 'Shanzhi Gu', 'Tianshu Liu', 'Huan Zhou', 'Hongqian Guo', 'Silong Xiang', 'Xialu Zhang', 'Suqiong Wu', 'Huanhuan Qi', 'Mengke Li', 'Xichun Hu']",2024-09-12,npj Precision Oncology,"DP303c is a HER2-targeted ADC with a cleavable linker-MMAE payload. Previous in vitro studies demonstrated that DP303c showed similar or better antitumor activity than T-DM1 in xenograft models. This was a multicenter, dose escalation and dose expansion phase 1 study in China. Eligible patients were 18-75 years old with HER2-positive advanced solid tumors who were unable to benefit from standard therapy. DP303c was administered intravenously every 3 weeks, with accelerated titration at lower dose of 0.5 mg/kg and 3 + 3 design with dose levels of 1.0, 2.0, 3.0 or 4.0 mg/kg at dose escalation part, followed by the selected dose level at dose expansion part. The primary endpoints were safety and tolerability, as well as identification of recommended phase 2 dose. As of Feb 28, 2023, 94 patients were enrolled and received DP303c (dose escalation: n = 22; dose expansion: n = 72), of whom 68 patients had breast cancer. One dose limiting toxicity (Grade 3 eye pain) was observed at 4.0 mg/kg dose, and the maximum tolerated dose was not reached. The most common treatment-related adverse events at grade 3 or higher were blurred vison (16.0%), dry eye (6.4%), and peripheral neuropathy (5.3%). No treatment-related death occurred. Overall, among 91 efficacy evaluable patients, 39 patients (42.9%) achieved an objective response. Disease control was observed in 62 patients (68.1%). In 66 efficacy evaluable patients with breast cancer, 34 patients achieved an objective response (51.5%). Disease control was achieved in 51 patients (77.3%). Median PFS was 6.4 months. On a molar basis, DP303c Cmax at 3.0 mg/kg doses was 132-folder higher than that for free MMAE. DP303c demonstrated promising anti-tumor activity with acceptable safety in patients with pre-treated advanced HER2 positive solid tumors, especially in breast cancer. Based on safety and efficacy results, 3.0 mg/kg Q3W was determined as recommended phase 2 dose for DP303c. (Trial registration: ClinicalTrials.gov Identifier: NCT04146610)."
https://www.nature.com/articles/s41523-024-00679-7,Results from the randomized KEYNOTE-355 study of pembrolizumab plus chemotherapy for Asian patients with advanced TNBC,"['Seock-Ah Im', 'Javier Cortes', 'David W. Cescon', 'Mastura Md Yusof', 'Hiroji Iwata', 'Norikazu Masuda', 'Toshimi Takano', 'Chiun-Sheng Huang', 'Chi-Feng Chung', 'Koichiro Tsugawa', 'Yeon Hee Park', 'Koji Matsumoto', 'Kenichi Inoue', 'Ava Kwong', 'Sherene Loi', 'Wei Fu', 'Wilbur Pan', 'Vassiliki Karantza', 'Hope S. Rugo', 'Peter Schmid']",2024-09-12,npj Breast Cancer,"In the phase 3 KEYNOTE-355 study (NCT02819518), pembrolizumab plus chemotherapy demonstrated statistically significant and clinically meaningful improvements in progression-free survival (PFS) and overall survival (OS) versus placebo plus chemotherapy among patients with previously untreated locally recurrent inoperable or metastatic triple-negative breast cancer (TNBC) and programmed cell death ligand 1 (PD-L1) combined positive score (CPS) ≥ 10 tumors. We analyzed outcomes for the subgroup of patients enrolled in Asia in KEYNOTE-355. Patients received pembrolizumab 200 mg or placebo (2:1 randomization) every 3 weeks for 35 cycles plus investigator’s choice chemotherapy. Primary endpoints were PFS per Response Evaluation Criteria in Solid Tumors version 1.1 and OS. Among patients enrolled in Hong Kong, Japan, Korea, Malaysia and Taiwan (pembrolizumab plus chemotherapy, n = 113; placebo plus chemotherapy, n = 47), 117 (73.1%) had PD-L1 CPS ≥ 1 and 56 (35.0%) had PD-L1 CPS ≥ 10. Median time from randomization to data cutoff (June 15, 2021) was 43.8 (range, 36.8‒53.2) months (intent-to-treat [ITT] population). Hazard ratios (HRs [95% CI]) for PFS in the CPS ≥ 10, CPS ≥ 1, and ITT populations were 0.48 (0.24‒0.98), 0.58 (0.37‒0.91), and 0.66 (0.44‒0.99), respectively. Corresponding HRs (95% CI) for OS were 0.54 (0.28‒1.04), 0.62 (0.40‒0.97), and 0.57 (0.39‒0.84). Grade 3/4 treatment-related adverse events (AEs) occurred in 77.9% versus 78.7% of patients with pembrolizumab plus chemotherapy versus placebo plus chemotherapy. No grade 5 AEs occurred. Clinically meaningful improvement in PFS and OS with manageable toxicity were observed with pembrolizumab plus chemotherapy versus placebo plus chemotherapy in patients enrolled in Asia with previously untreated, inoperable or metastatic TNBC."
https://www.nature.com/articles/s43018-024-00821-1,ISB 2001 trispecific T cell engager shows strong tumor cytotoxicity and overcomes immune escape mechanisms of multiple myeloma cells,"['Laura Carretero-Iglesia', 'Olivia J. Hall', 'Jérémy Berret', 'Daniela Pais', 'Carole Estoppey', 'Myriam Chimen', 'Thierry Monney', 'Jeremy Loyau', 'Cyrille Dreyfus', 'Julie Macoin', 'Cynthia Perez', 'Vinu Menon', 'Isabelle Gruber', 'Amélie Laurendon', 'Lydia N. Caro', 'Girish S. Gudi', 'Tomomi Matsuura', 'Piet H. van der Graaf', 'Stanislas Blein', 'M. Lamine Mbow', 'Rebecca Croasdale-Wood', 'Ankita Srivastava', 'Michael R. Dyson', 'Thomas Matthes', 'Zeynep Kaya', 'Claire M. Edwards', 'James R. Edwards', 'Sophie Maiga', 'Catherine Pellat-Deceunynck', 'Cyrille Touzeau', 'Philippe Moreau', 'Cyril Konto', 'Adam Drake', 'Eugene A. Zhukovsky', 'Mario Perro', 'Maria Pihlgren']",2024-09-11,Nature Cancer,"Despite recent advances in immunotherapies targeting single tumor-associated antigens, patients with multiple myeloma eventually relapse. ISB 2001 is a CD3+ T cell engager (TCE) co-targeting BCMA and CD38 designed to improve cytotoxicity against multiple myeloma. Targeting of two tumor-associated antigens by a single TCE resulted in superior cytotoxic potency across a variable range of BCMA and CD38 tumor expression profiles mimicking natural tumor heterogeneity, improved resistance to competing soluble factors and exhibited superior cytotoxic potency on patient-derived samples and in mouse models. Despite the broad expression of CD38 across human tissues, ISB 2001 demonstrated a reduced T cell activation profile in the absence of tumor cells when compared to TCEs targeting CD38 only. To determine an optimal first-in-human dose for the ongoing clinical trial (NCT05862012), we developed an innovative quantitative systems pharmacology model leveraging preclinical data, using a minimum pharmacologically active dose approach, therefore reducing patient exposure to subefficacious doses of therapies."
